,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Postal code,Rental status,Slots,Station type,Status,Subscription status,Date,Time
3051,1 place Aristide Briand,4,4,0,0,0,nonexistent,Argenteuil,argenteuil-aristidebriand-1,STATION,95100,operational,1,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 12:42:00
3052,18 rue LinnÃ©,5,5,0,0,0,operational,Paris,paris-linne-18,STATION,75005,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 11:23:00
3053,33 avenue du GÃ©nÃ©ral de Gaulle,0,0,0,0,0,nonexistent,Bagnolet,bagnolet-generaldegaulle-33,SPACE,93170,broken,0,full_station,closed,broken,2018-04-05 00:00:00,2020-05-29 06:18:00
3054,220 rue Marcadet,0,0,0,2,0,operational,Paris,paris-marcadet-220,STATION,75018,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 08:25:00
3055,24 Rue Vulpian,2,2,0,0,1,operational,Paris,paris-vulpian-24,STATION,75013,operational,4,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 23:32:00
3056,180 Avenue Victor Hugo,3,3,0,0,0,operational,Paris,paris-victorhugo-180,STATION,75016,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 15:10:00
3057,106 Boulevard Voltaire,2,2,0,0,1,operational,Paris,paris-voltaire-106,SPACE,75011,operational,2,full_station,ok,broken,2018-04-06 00:00:00,2020-05-29 17:50:00
3058,142 Rue de Bagnolet,2,2,0,2,2,operational,Paris,paris-bagnolet-142,STATION,75020,operational,2,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 05:29:00
3059,18 rue Pasteur,6,6,0,0,0,nonexistent,Saint-Cloud,saintcloud-pasteur-18,STATION,92210,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 09:06:00
3060,8 Boulevard Voltaire,3,3,0,0,0,nonexistent,Paris,paris-voltaire-8,STATION,75011,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 21:22:00
3061,12 Avenue de la Division Leclerc,5,5,0,0,0,nonexistent,ChÃ¢tillon,chatillon-divisionleclerc-12,SPACE,92320,operational,0,full_station,ok,operational,2018-04-02 00:00:00,2020-05-29 04:13:00
3062,1 rue Jean Monnet,1,1,0,0,0,nonexistent,Nogent-sur-Marne,nogentsurmarne-jeanmonnet-1,SPACE,94130,operational,5,full_station,ok,broken,2018-04-04 00:00:00,2020-05-29 14:20:00
3063,36 avenue de la RÃ©publique,4,4,0,0,0,nonexistent,Paris,paris-republique-36,STATION,75011,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 21:53:00
3064,1 Rue Georges Corete,0,0,0,0,0,nonexistent,Gennevilliers,gennevilliers-georgescorete-1,SPACE,92230,broken,0,full_station,closed,broken,2018-04-05 00:00:00,2020-05-29 01:06:00
3065,1 Rue Dieumegard,3,3,0,0,0,nonexistent,Saint-Ouen,saintouen-dieumegard-1,STATION,93400,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 03:28:00
3066,251 rue de Charenton,2,2,0,0,0,operational,Paris,paris-charenton-251,STATION,75012,operational,2,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 22:33:00
3067,58 Rue Monge,0,0,0,0,1,operational,Paris,paris-monge-58,STATION,75005,operational,5,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 01:45:00
3068,16 place des Ãtats-Unis,4,4,0,0,0,operational,Paris,paris-etatsunis-16,STATION,75016,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 19:32:00
3069,1 rue Maryse BastiÃ©,3,3,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-marysebastie-1,STATION,93600,operational,4,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 11:33:00
3070,1 rue des Bois,4,4,0,0,0,nonexistent,Paris,paris-bois-1,STATION,75019,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 21:28:00
3071,1 avenue Philippe Auguste,5,5,0,0,0,operational,Paris,paris-philippeauguste-1,STATION,75011,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 05:40:00
3072,65 rue Ordener,3,3,0,0,0,operational,Paris,paris-ordener-65,STATION,75018,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 05:42:00
3073,22 rue FranÃ§ois Delage,0,0,0,0,0,nonexistent,Cachan,cachan-francoisdelage-22,STATION,94230,broken,0,station,closed,nonexistent,2018-04-03 00:00:00,2020-05-29 12:00:00
3074,63 avenue d'IÃ©na,4,4,0,0,0,nonexistent,Paris,paris-iena-63,STATION,75016,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 13:36:00
3075,145 rue de Tolbiac,4,4,0,0,0,operational,Paris,paris-tolbiac-145,STATION,75013,operational,1,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 22:30:00
3076,18 Avenue Victor Hugo,0,0,0,0,1,operational,Paris,paris-victorhugo-18,STATION,75016,operational,3,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 18:18:00
3077,9 avenue Arblade,1,1,0,0,0,nonexistent,Malakoff,malakoff-arblade-9,STATION,92240,operational,4,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 00:47:00
3078,215 rue Henri Barbusse,4,4,0,0,0,nonexistent,Argenteuil,argenteuil-henribarbusse-215,STATION,95100,operational,2,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 05:20:00
3079,39 Avenue de la RÃ©publique,1,1,0,0,0,nonexistent,Arcueil,arcueil-republique-39,SPACE,94110,operational,2,full_station,ok,operational,2018-04-09 00:00:00,2020-05-29 08:57:00
3080,10 rue de la Verrerie,5,5,0,0,0,nonexistent,Meudon,meudon-verrerie-10,SPACE,92190,operational,1,full_station,ok,operational,2018-04-06 00:00:00,2020-05-29 04:12:00
3081,2 square TolstoÃ¯,6,6,0,0,0,operational,Paris,paris-squaretolstoi-2,STATION,75016,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 19:52:00
3082,37 rue du PrÃ©sident Wilson,0,0,0,0,0,nonexistent,Levallois-Perret,levalloisperret-wilsonbarbusse-parking,PARKING,92300,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 16:37:00
3083,10 rue du Docteur Leray,4,4,0,0,0,operational,Paris,paris-leray-10,STATION,75013,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 13:18:00
3084,46 rue Edgard Quinet,4,4,0,0,0,nonexistent,Neuilly-Plaisance,neuillyplaisance-edgardquinet-46,STATION,93360,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 07:03:00
3085,49 Avenue du Docteur Paul Casalis,6,6,0,0,0,nonexistent,CrÃ©teil,creteil-paulcasalis-49,STATION,94000,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 00:00:00
3086,3 rue EugÃ¨ne Martin,0,0,0,0,0,nonexistent,Fontenay-Sous-Bois,fontenaysousbois-eugenemartin-3,STATION,94120,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 16:23:00
3087,162 rue de la Roquette,0,0,0,0,1,operational,Paris,paris-roquette-162,STATION,75011,operational,4,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 07:37:00
3088,81 avenue de la Grande ArmÃ©e,0,0,0,0,0,broken,Paris,paris-grandearmee-81,STATION,75016,broken,0,station,closed,nonexistent,2018-04-09 00:00:00,2020-05-29 16:05:00
3089,109 chaussÃ©e de l'Etang,4,4,0,0,0,nonexistent,Le Plessis-Robinson,leplessisrobinson-chausseedeletang-109,STATION,92350,operational,1,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 06:24:00
3090,46 quai de la RapÃ©e,6,6,0,0,0,operational,Paris,paris-rapee-46,STATION,75012,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 08:13:00
3091,1 Rue Ordener,1,1,0,0,0,operational,Paris,paris-ordener-1,STATION,75018,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 22:45:00
3092,81 Avenue de la Division Leclerc,0,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-divisionleclerc-81,STATION,92290,broken,0,station,closed,nonexistent,2018-04-07 00:00:00,2020-05-29 04:53:00
3093,19 rue BrÃ©montier,5,5,0,0,0,operational,Paris,paris-bremontier-19,STATION,75017,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 11:07:00
3094,29 rue GalilÃ©e,4,4,0,0,0,nonexistent,Montreuil,montreuil-galilee-29,STATION,93100,operational,2,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 19:16:00
3095,8 rue de Rome,6,6,0,0,0,nonexistent,Rosny-sous-Bois,rosnysousbois-rome-8,STATION,93110,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 04:26:00
3096,24 rue des Frigos,1,1,0,0,1,operational,Paris,paris-frigos-24,STATION,75013,operational,5,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 17:21:00
3097,5 Avenue Mac Mahon,2,2,1,1,0,operational,Paris,paris-macmahon-5,STATION,75017,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 00:40:00
3098,49 avenue de l'Arche,2,2,0,0,0,nonexistent,Courbevoie,courbevoie-arche-49,STATION,92400,operational,2,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 10:14:00
3099,40 rue de Courcelles,0,0,0,0,1,operational,Paris,paris-courcelles-40,STATION,75008,operational,5,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 13:06:00
3100,79 rue AndrÃ© Joineau,2,2,0,0,0,nonexistent,Le PrÃ©-Saint-Gervais,lepresaintgervais-andrejoineau-79,STATION,93310,operational,5,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 16:25:00
3101,171 boulevard Saint-Germain,3,3,0,0,0,nonexistent,Paris,paris-saintgermaindespres-parking,PARKING,75006,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 16:44:00
3102,143 Rue La Fayette,0,0,1,0,0,nonexistent,Paris,paris-lafayette-143,STATION,75010,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 00:31:00
3103,150 rue Marcadet,0,0,1,1,0,operational,Paris,paris-marcadet-150,STATION,75018,operational,3,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 09:20:00
3104,230 Rue de Vaugirard,4,4,0,0,0,operational,Paris,paris-vaugirard-230,STATION,75015,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 00:52:00
3105,33 Avenue Sully Prudhomme,6,6,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-sullyprudomme-33,STATION,92290,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 16:42:00
3106,42 rue Pierre Brossolette,4,4,0,0,0,nonexistent,Colombes,colombes-pierrebrossolette-42,STATION,92700,operational,2,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 03:13:00
3107,19 rue de Chateaubriand,0,0,0,0,1,operational,Paris,paris-chateaubriand-19,STATION,75008,operational,6,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 01:12:00
3108,30 rue Marcel Vigneron,5,5,0,1,0,nonexistent,Arcueil,arcueil-marcelvigneron-30,STATION,94110,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 14:11:00
3109,20 Rue Cognacq Jay,2,2,0,0,1,operational,Paris,paris-cognacqjay-20,STATION,75007,operational,4,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 18:22:00
3110,48 Rue Henri Huchard,1,1,0,0,2,operational,Paris,paris-henrihuchard-48,STATION,75018,operational,4,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 14:29:00
3111,103 avenue Charles de Gaulle,1,1,1,0,0,nonexistent,Le Chesnay,lechesnay-charlesdegaulle-103,STATION,78150,operational,4,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 00:56:00
3112,115 Boulevard Pereire,3,3,1,0,0,operational,Paris,paris-pereire-115,STATION,75017,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 11:03:00
3113,29 Avenue Georges Pompidou,4,4,1,0,0,operational,Villeneuve-la-Garenne,villeneuvelagarenne-pompidou-29,STATION,92390,operational,1,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 03:43:00
3114,41 avenue de Verdun,6,6,0,0,0,nonexistent,La Garenne-Colombes,lagarennecolombes-verdun-41,STATION,92250,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 01:21:00
3115,2 rue du GÃ©nÃ©ral Renault,7,7,0,0,0,nonexistent,Paris,paris-renault-2,STATION,75011,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 17:24:00
3116,101 rue Jean JaurÃ¨s,5,5,0,0,0,nonexistent,Vanves,vanves-jeanjaures-101,STATION,92170,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 04:38:00
3117,52 rue de Seine,4,4,0,0,0,nonexistent,Colombes,colombes-seine-52,STATION,92700,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 21:54:00
3118,22 place Charles Fillion,1,1,0,0,1,operational,Paris,paris-charlesfillion-22,STATION,75017,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 13:49:00
3119,17 Avenue de Colmar,6,6,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-colmar-17,STATION,92500,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 03:58:00
3120,16 place des Ãtats-Unis,0,0,0,0,1,operational,Paris,paris-etatsunis-16,STATION,75016,operational,5,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 06:07:00
3121,121 avenue AndrÃ© Morizet,4,4,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-andremorizet-121,STATION,92100,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 19:48:00
3122,2 Rue de l'Amiral Coligny,0,0,0,0,2,operational,Paris,paris-amiralcoligny-2,STATION,75001,operational,6,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 22:15:00
3123,5 Rue de la ChaussÃ©e d'Antin,0,0,0,0,1,operational,Paris,paris-chausseedantin-5,STATION,75009,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 15:27:00
3124,1 Rue du Moutier,2,2,0,0,0,nonexistent,Saint-Ouen,saintouen-moutier-1,STATION,93400,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 23:36:00
3125,1 Place Georges Pompidou,1,1,0,1,0,nonexistent,Levallois-Perret,levalloisperret-pompidou-parking,PARKING,92300,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 20:16:00
3126,35 Rue de Provence,0,0,0,0,0,nonexistent,Paris,paris-provence-35,STATION,75009,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 13:26:00
3127,42 avenue du GÃ©nÃ©ral de Gaulle,1,1,0,0,0,nonexistent,Maisons-Alfort,maisonsalfort-generaldegaulle-42,SPACE,94700,operational,5,full_station,ok,operational,2018-04-06 00:00:00,2020-05-29 22:43:00
3128,1 rue Dewoittine,3,3,0,1,0,nonexistent,VÃ©lizy-Villacoublay,velizyvillacoublay-dewoittine-1,STATION,78140,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 08:47:00
3129,23 Boulevard Delessert,3,3,0,1,1,operational,Paris,paris-delessert-23,STATION,75016,operational,1,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 13:05:00
3130,19 rue BrÃ©montier,3,3,0,0,1,operational,Paris,paris-bremontier-19,STATION,75017,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 23:42:00
3131,5 rue Emile Zola,0,0,0,0,0,nonexistent,Limeil-BrÃ©vannes,limeilbrevannes-emilezola-5,STATION,94450,broken,0,station,closed,nonexistent,2018-04-02 00:00:00,2020-05-29 23:55:00
3132,3 rue de BÃ©rite,0,0,0,0,0,nonexistent,Paris,paris-berite-3,STATION,75006,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 16:19:00
3133,2 rue du Commandant Lamy,2,2,0,0,0,nonexistent,Paris,paris-commandantlamy-2,STATION,75011,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 19:22:00
3134,61 Boulevard Haussmann,2,2,0,0,0,nonexistent,Paris,paris-haussmann-61,STATION,75008,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 17:17:00
3135,47 boulevard de l'HÃ´pital,0,0,0,0,0,operational,Paris,paris-hopital-47,STATION,75013,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 21:48:00
3136,40 Avenue Victor Hugo,3,3,0,0,0,nonexistent,Clamart,clamart-victorhugo-40,STATION,92140,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 00:06:00
3137,122 Rue MÃ©nilmontant,0,0,0,0,2,operational,Paris,paris-menilmontant-122,STATION,75020,operational,2,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 19:38:00
3138,330 rue des PyrÃ©nÃ©es,5,5,0,0,0,operational,Paris,paris-pyrenees-330,SPACE,75020,operational,0,full_station,ok,operational,2018-04-05 00:00:00,2020-05-29 19:34:00
3139,10 Rue Sadi Carnot,1,1,0,1,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-sadicarnot-10,STATION,92600,operational,3,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 14:27:00
3140,36 Rue Ãtienne Marcel,1,1,0,0,1,operational,Paris,paris-etiennemarcel-36,STATION,75002,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 10:53:00
3141,105 Rue de Rennes,0,0,0,0,0,nonexistent,Paris,paris-rennes-105,STATION,75006,operational,3,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 13:34:00
3142,1 rue du Docteur Schweitzer,3,3,0,1,0,nonexistent,Bagneux,bagneux-schweitzer-1,STATION,92220,operational,2,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 02:56:00
3143,140 Avenue de la RÃ©publique,1,1,0,1,0,nonexistent,ChÃ¢tillon,chatillon-republique-140,STATION,92320,operational,2,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 07:08:00
3144,91 rue du Faubourg Saint-Denis,0,0,0,0,0,nonexistent,Paris,paris-saintdenis-91,STATION,75010,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 08:24:00
3145,43 Rue de Monceau,1,1,0,1,0,operational,Paris,paris-monceau-43,STATION,75008,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 17:41:00
3146,13 Rue LÃ©on Blum,6,6,0,0,0,nonexistent,Bagneux,bagneux-leonblum-13,STATION,92220,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 05:01:00
3147,18 avenue du MarÃ©chal Juin,5,5,1,0,0,nonexistent,Meudon-la-ForÃªt,meudon-marechaljuin-18,STATION,92360,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 10:14:00
3148,72 Avenue Paul Doumer,4,4,0,0,0,operational,Paris,paris-pauldoumer-72,STATION,75016,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 06:01:00
3149,7 rue Vaudetard,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-vaudetard-7,STATION,92130,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 13:04:00
3150,22 Rue Auguste Blanqui,2,2,0,0,0,nonexistent,Drancy,drancy-augusteblanqui-22,STATION,93700,operational,4,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 06:33:00
3151,1 place Charles de Gaulle,2,2,0,0,0,nonexistent,Ville-d'Avray,villedavray-charlesdegaulle-1,SPACE,92410,operational,1,full_station,ok,operational,2018-04-07 00:00:00,2020-05-29 20:29:00
3152,15 Rue Marcel Ethis,3,3,0,0,0,nonexistent,Romainville,romainville-marcelethis-15,STATION,93230,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 15:15:00
3153,137 rue de la Pompe,1,1,0,0,0,operational,Paris,paris-pompe-137,STATION,75016,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 04:13:00
3154,3 avenue d'Ivry,0,0,0,0,0,operational,Paris,paris-ivry-3,STATION,75013,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 18:34:00
3155,122 boulevard Jean JaureÌs,5,5,0,0,0,nonexistent,Clichy-la-Garenne,clichylagarenne-jeanjaures-122,STATION,92210,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 06:37:00
3156,62 Rue Ramey,4,4,0,0,0,operational,Paris,paris-ramey-62,STATION,75018,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 21:11:00
3157,46 quai de la RapÃ©e,2,2,0,0,1,operational,Paris,paris-rapee-46,STATION,75012,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 09:37:00
3158,28 Rue Bara,0,0,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-bara-28,STATION,92130,operational,5,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 00:54:00
3159,204 rue dâEstienne dâOrves,3,3,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,verriereslebuisson-destiennedorves-204,STATION,91370,operational,4,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 07:38:00
3160,4 rue Claude-Nicolas Ledoux,6,6,0,0,0,nonexistent,CrÃ©teil,creteil-claudenicolasledoux-4,STATION,94000,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 20:42:00
3161,1 rue d'UzÃ¨s,0,0,0,0,1,operational,Paris,paris-uzes-1,STATION,75002,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 20:55:00
3162,29 avenue des Champs Pierreux,4,4,0,0,0,nonexistent,Nanterre,nanterre-champspierreux-29,SPACE,92000,operational,0,full_station,ok,operational,2018-04-09 00:00:00,2020-05-29 07:16:00
3163,35 avenue du GÃ©nÃ©ral Leclerc,0,0,0,0,0,nonexistent,Bourg-la-Reine,bourglareine-leclerc-35,STATION,92340,broken,0,station,closed,nonexistent,2018-04-01 00:00:00,2020-05-29 14:50:00
3164,105 Rue de Rennes,0,0,0,0,0,nonexistent,Paris,paris-rennes-105,STATION,75006,operational,4,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 02:32:00
3165,4 rue de Colombes,3,3,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-colombes-4,STATION,92600,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 18:15:00
3166,40 Rue du docteur Variot,4,4,0,0,0,nonexistent,Rosny-sous-Bois,rosnysousbois-variot-40,STATION,93110,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 03:40:00
3167,1 Place Georges Pompidou,4,4,0,0,0,nonexistent,Levallois-Perret,levalloisperret-pompidou-parking,PARKING,92300,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 04:23:00
3168,118 avenue du GÃ©nÃ©ral De Gaulle,5,5,0,0,0,nonexistent,Clamart,clamart-generaldegaulle-118,STATION,92140,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 10:28:00
3169,12 rue Denfert Rochereau,2,2,0,0,0,nonexistent,CrÃ©teil,creteil-denfertrochereau-12,STATION,94000,operational,1,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 00:29:00
